1001, BROU - Banco de la República Oriental del Uruguay
1091, Banco Hipotecario del Uruguay
1110, Banco Bandes
1113, Banco ITAU
1128, Scotiabank
1137, Banco Santander
1153, Banco Bilbao Vizcaya Argentaria
1157, HSBC Bank
1162, Banque Heritage
1205, Citibank N.A. Sucursal
1246, Banco de la Nación Argentina
1361, Banco de la Provincia de Buenos Aires
7905, PREX(FORTEX)
